report_id,description,nature,event,sif_label,label_source
OSHA-20201110654,"An employee was operating a 50-ton press on a compression mold. When the employee went to flip the mold, the press crushed the employee's right index finger resulting in amputation to the first knuckle.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2023032847,"A mechanic was checking and adjusting the automated sort machine when the swinging arm swung out and the hinge pinched his index finger, resulting in amputation.",Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2020098695,"An employee was working in the kitchen area and fell into hot oil resulting in burns to his back, backside, and leg. A second employee helped the injured employee out of the oil and burned his hand.","Heat (thermal) burns, unspecified","Fall on same level, unspecified",NO,weak
OSHA-2021108749,An employee was using a circular saw when it caught his finger and amputated the fingertip.,Amputations,Injured by slipping or swinging object held by injured worker,YES,weak
OSHA-2019077486,"An employee was getting parts out of a box to inspect, tripped on the corner of a pallet and fell. The employee was hospitalized with injuries to the left side and right arm.","Soreness, pain, hurt-nonspecified injury",Fall on same level due to tripping over an object,NO,weak
OSHA-2021032025,"An employee tripped on merchandise on the floor and fell, injuring her right shoulder.","Soreness, pain, hurt-nonspecified injury",Fall on same level due to tripping over an object,NO,weak
OSHA-2015096340,An employee was standing at the entrance door of the valet parking office with his left hand resting on the hydraulic door cylinder while he was talking to co-workers. His left ring fingertip was pinched and amputated by the hydraulic cylinder arms when another employee opened the door to enter the office.,Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2023010009,An employee had been loading a golf cart into a truck. The golf cart's door hit the employee's left hand and amputated the little finger.,Amputations,Struck by swinging part of powered vehicle,YES,weak
OSHA-2023032493,An employee was servicing a manure pump. The pump was removed from the manure pit and disconnected from power. The employee used a crowbar to clear debris from the internal casing. He was spinning the motor blade to verify that it was spinning freely when it fractured and lacerated his left middle finger.,Fractures,Compressed or pinched by shifting objects or equipment,YES,weak
OSHA-20211210440,"An employee was returning from lunch through a back door. The wind blew the door shut against the employee's right hand, pinching her fingers between the door and the door frame. The employee's right ring fingertip was broken and her right middle fingertip was amputated.",Amputations,Struck by or caught in swinging door or gate,YES,weak
OSHA-2018054878,"An employee was using a sheet metal roller machine to make a part and was attempting to straighten a piece when the roller caught the employee's left hand, amputating the little and ring fingers.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2020098505,"At about 5:45 a.m. on September 7, 2020, an employee tripped and fell in a hallway, striking her head on the floor. She suffered a head injury, a bruise to the right elbow, and a skin tear on the finger. She was hospitalized.","Intracranial injuries, unspecified","Fall on same level due to tripping, unspecified",NO,weak
OSHA-2023043222,"Two employees were collecting garbage and stopped in a parking area to collect waste from a business location. The garbage truck began to move forward while the injured employee was in front of it, pinning the employee against another vehicle. The employee sustained fractures to the pelvis and femur.",Fractures,Pedestrian struck by forward-moving vehicle in nonroadway area,YES,weak
OSHA-2016053684,An employee was building a trailer frame when an 18 inch tall by 30 feet long steel beam fell onto the employee's left leg and fractured it.,Fractures,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-20201111071,"An employee was rolling garment trolleys along an overhead rail to feed into a chain conveyor. His left glove was caught between a trolley and the conveyor guard, and the tip of his little finger was amputated.",Amputations,"Caught in or compressed by equipment or objects, unspecified",YES,weak
OSHA-20181112241,An employee stepped on a piece of plywood over a screened porch and fell 17 feet backwards to the ground. The employee sustained head and back injuries.,"Soreness, pain, hurt-nonspecified injury",Fall through surface or existing opening 16 to 20 feet,YES,weak
OSHA-2021108989,"An employee was adjusting part placement on a machine. The press head actuated and pinched the employee's left thumb, causing a laceration and amputation to the tip.",Amputations,Caught in running equipment or machinery during regular operation,YES,weak
OSHA-2018088059,"A temporary employee was operating a magnetic crane to pick up and move a 6000-pound sheet of metal when the metal fell and struck the employee's left foot, fracturing the fourth and fifth digits.",Fractures,Struck by object falling from vehicle or machinery-other than vehicle part,YES,weak
OSHA-20191112059,An employee was unchoking a cotton gin machine. The machine's saw blade caught and amputated his right hand.,Amputations,"Caught in running equipment or machinery during maintenance, cleaning",YES,weak
OSHA-2017076323,A table with a flat bar weighing approximately 816 pounds fell on and fractured an employee's right lower leg.,Fractures,"Struck by falling object or equipment, unspecified",YES,weak
OSHA-2022098314,"An employee was coming out of a building in an electric cart. The employee's left leg was caught between the cart and a concrete pole, and the lower leg was broken. The employee was hospitalized.",Fractures,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,YES,weak
